,name,categories,location.lat,location.lng
426,Pizza Hut,Pizza Place,48.8501091,2.2699228
427,"Bel Ami, Paris",Restaurant,48.85482962261311,2.255354799557418
428,Le 191,Restaurant,48.83968785204835,2.262792543044284
429,Cantine FT,Restaurant,48.85199972952101,2.266796084056831
430,Le Petit Géricault,Restaurant,48.848353,2.262431
431,Cherubini,Restaurant,48.84961603249992,2.268415067850165
432,Relais Des Sultans,Restaurant,48.838206,2.25025
433,La Table du Recho,Restaurant,48.841766,2.261408
434,Le Pavillon des Princes,Restaurant,48.84789371615899,2.242965760885568
435,Little Bullles,Restaurant,48.839922,2.256041
436,L'auberge Du Mouton Blanc,Restaurant,48.847646,2.265728
437,Pouledeluxe,Restaurant,48.8504858805763,2.2672682418487966
438,Au Relais Chardon,Bistro,48.84119391678317,2.263696944171509
439,Domino's Pizza,Pizza Place,48.8489652,2.2651362
440,Toques Et Chefs,Restaurant,48.84953331083429,2.2684340481987277
441,Naked,Sandwich Place,48.87177108350578,2.3110589859136157
442,24 Le Restaurant,Restaurant,48.870710434487364,2.3114377465277087
443,The Kitchen Panthieu,Restaurant,48.869924,2.308011
444,Limon,Restaurant,48.868668,2.306459
445,Jaïs,Restaurant,48.862060940250196,2.3094074428081512
446,Mamé Kitchen,Restaurant,48.871311,2.307736
447,Sassolini,Restaurant,48.86497226490296,2.311414696071492
448,Roxie,Restaurant,48.87071,2.309247
449,Théâtre Saint-Germain,Comedy Club,48.85303265864376,2.3312634229660034
450,Bistro 25,Gastropub,48.86919074,2.30760081
451,La Malouiniere,Restaurant,48.87063009949777,2.3263538105260917
452,Bonellis,Restaurant,48.870789,2.308116
453,Cantine Beauvau,Restaurant,48.87152763588029,2.31581466540337
454,A Bord Du Victoria,Restaurant,48.86349013378297,2.312747771393576
455,Subway,Sandwich Place,48.882598,2.338141
456,Colchide,Restaurant,48.882902,2.339533
457,Vermillon,Restaurant,48.882229,2.331358
458,La Marmite,Restaurant,48.88215527589082,2.339610225316479
459,Le Sabot Rouge,Restaurant,48.88651237020696,2.3407299243078485
